n,short_name,cat.x,cat1,cat2,group,govern,year,id,paddd,paddd_type,paddd_type.1,paddd_status,paddd_enacted,paddd_events,trends,hits,area_km2,acc_50k,pop_50k,amp_div,bir_div,mam_div,tot_div,alt,tri,bioma,alt_r,Min_dist,Avg_dist,mean.eng,na_rows.eng,total_days.eng,mean.pt,na_rows.pt,total_days.pt,cat.y,esfera,area_km2_mod,pop_50k_mod,alt_r_mod,acc_50k_mod,tot_div_mod,Min_dist_mod,year_mod
1559,APA SERRA DO TIM<d3>TEO,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,municipal,2003,6870.31.2806,0,none,none,none,0,0,0,2,58.25,8,33682.1417155266,65,458,150,673,364.433620689655,35.8211206896552,NA,519,119.7850982,1087.11415,0,NA,NA,0,NA,NA,NA,NA,0.23853395819701217,0.31339849351963683,1.0182795488187224,-1.364464875387183,0.2844090051082102,0.6279446595225668,-0.3183515224622823
1560,APA <c1>GUA SANTA DE MINAS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,municipal,2003,6920.31.1527,0,none,none,none,0,0,0,2,160.95,34,28983.8719339371,69,498,156,723,548.686724565757,41.9908111042184,Mata Atlantica,951,132.4184494,1106.153489,0,NA,NA,0,NA,NA,NA,NA,0.5881407083206954,0.23556784590970137,1.4266018356495436,-0.3927088404309632,0.5868348669966275,0.6777412106338792,-0.3183515224622823
1569,RESERVA ESTADUAL DO RIO VERMELHO D,Reserva Biol<f3>gica,REBIO,REBIO,PI,estadual,1990,101,1,degazette,degazette,Enacted,1,1,0,1,1469.48,153,695.325906097889,92,512,162,766,167.94239804885,6.33096015207489,Amazonia,191,0,2416.830997,0,NA,NA,0,NA,NA,NA,NA,1.3551575917394945,-1.6962748207020002,0.3455479794764751,0.6673995892228777,0.8306620236515856,-1.7718471866319445,0.6856537648343267
1567,FLOES DE RENDIMENTO SUSTENTADO DO RIO S<c3>O DOMINGOS,Floresta,FLO,FLOES,US,estadual,1990,105,1,degazette,degazette,Enacted,1,1,0,1,2947.68,168,3291.47727787495,90,444,151,685,196.298305986696,4.97287361419069,Amazonia,314,243.228706,2125.916412,0,NA,NA,0,NA,NA,NA,NA,1.5970672452449772,-0.8913673534674792,0.6798277430762862,0.7339038112694379,0.3589893559997712,0.980399840347543,0.6856537648343267
32,ARIE COROBOBO,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,federal,1984,0000.00.0033,0,none,none,none,0,0,0,1,74.73,107,3404.91516697407,38,292,132,462,437.173606210303,8.41866619618913,Caatinga,258,216.1221341,1441.090145,0,NA,NA,0,NA,NA,NA,NA,0.3238593072728151,-0.8738175588861488,0.5476595839707831,0.4135200143593772,-1.3025082951997335,0.9215089465569112,1.1490408205096847
238,RESEX MAE GRANDE DE CURU<c7>A,Reserva Extrativista,RESEX,RESEX,US,federal,2002,0000.00.0243,0,none,none,none,0,0,0,1,429.13,44,17909.7251286507,59,211,155,425,12.5812691672564,4.1693033160937,Amazonia,35,44.82018557,2134.901614,1,1,1013,1,1,1451,Reserva Extrativista,Federal,0.9277611882933099,-0.013831839337217301,-0.7847330574722046,-0.21288990997059032,-1.6544913271216133,0.14273739406030092,-0.2411203465163893
243,RESEX MARINHA CAET<c9>TAPERA<c7>U,Reserva Extrativista,RESEX,RESEX,US,federal,2005,0000.00.0248,0,none,none,none,0,0,0,1,427.52,1,14117.7790293694,51,479,152,682,11.3803284738882,3.05786739502999,Amazonia,43,151.2952617,2100.400778,1,1,1012,1,0,1451,Reserva Extrativista,Federal,0.926457335695293,-0.1370845159172489,-0.6492387475145478,-2.440652942534779,0.3404672947751638,0.7439834578508593,-0.47281387435406835
483,RPPN G<c1>LIA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2012,0000.00.2660,0,none,none,none,0,0,0,1,0.56,55,23435.4455919266,31,270,113,414,837.666666666667,32.0972222222222,Caatinga,75,58.5531734,1834.207759,0,NA,NA,0,NA,NA,NA,NA,-1.0260309884424155,0.12548122347947752,-0.2802084703956389,-0.056414778440241564,-1.7650498610041887,0.2739621323244371,-1.0134321059753193
497,RPPN PASSARIM II,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2012,0000.00.2716,0,none,none,none,0,0,0,1,0.67,220,31499.5563025475,49,413,98,560,342.666666666667,53.21875,Mata Atlantica,213,23.15077624,1480.056208,0,NA,NA,0,NA,NA,NA,NA,-1.002340368238142,0.2786898531608112,0.4187948969319276,0.9258503838576702,-0.49112112042529177,-0.17783879432019964,-1.0134321059753193
501,RPPN BICO DO JAVA<c9>S,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2011,0000.00.2744,0,none,none,none,0,0,0,1,27.62,262,349.88645285368,40,395,124,559,183.202268431002,2.87925330812854,Cerrado,21,150.8251061,1460.291552,0,NA,NA,0,NA,NA,NA,NA,-0.014463871642105722,-2.051356805983357,-1.1172567543927823,1.0503435743309588,-0.4986610157430415,0.7424357078201195,-0.9362009300294264
536,RPPN PARQUE BOT<c2>NICO DOS KAIAP<d3>S,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2013,0000.00.3106,0,none,none,none,0,0,0,1,0.81,22,82180.8043942451,55,403,133,591,702.722222222222,14.875,Cerrado,42,8.464483941,1173.060157,0,NA,NA,0,NA,NA,NA,NA,-0.9743504560551121,0.7755101083881394,-0.6647614370679013,-0.6931200423454587,-0.2638167007100646,-0.6467682014717413,-1.0906632819212123
540,RPPN PONTE DE PEDRA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2013,0000.00.3110,0,none,none,none,0,0,0,1,1.07,254,704.51428681612,54,336,138,528,1069.85714285714,52.8630952380952,Cerrado,266,193.9987544,1233.034688,0,NA,NA,0,NA,NA,NA,NA,-0.9276833117454886,-1.6894829460895382,0.5681997916427127,1.0282410059459521,-0.7393310267192961,0.8677130796928774,-1.0906632819212123
551,FLOES DE RENDIMENTO SUSTENTADO DO RIO MACHADO,Floresta,FLO,FLOES,US,estadual,1990,0000.11.0740,1,downsize,downsize,Enacted,1,1,0,1,970.63,414,1010.34822616726,95,541,159,795,97.3870194925406,3.42731814221932,Amazonia,110,0,2209.477662,0,NA,NA,0,NA,NA,NA,NA,1.2110869020803074,-1.5029088879402626,-0.02444208068615991,1.3767069198798505,0.987503050407093,-1.7718471866319445,0.6856537648343267
585,FLOES DE RENDIMENTO SUSTENTADO PERIQUITO,Floresta,FLO,FLOES,US,estadual,1996,0000.11.0778,0,none,none,none,0,0,0,1,11.35,133,913.5890327245,98,542,145,785,140.390697674419,9.23546511627907,Amazonia,69,69.84505175,2212.135044,0,NA,NA,0,NA,NA,NA,NA,-0.30667720103415036,-1.5550114244338025,-0.33573623117399415,0.5678624654560304,0.9340749025847572,0.36087578034357265,0.2222667091589687
611,APA MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUM<c3> A<c7>U-TARUM<c3> MIRIMA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1995,0000.13.0995,0,none,none,none,0,0,0,1,559.36,17,48142.4557693005,89,571,177,837,68.4900466711115,11.1107962663111,Amazonia,121,0,2458.763462,0,NA,NA,0,NA,NA,NA,NA,1.0197215650397726,0.49845720142305555,0.03935882256555414,-0.8685085329180784,1.2048050502664935,-1.7718471866319445,0.2994978851048617
683,APA DE UPAON-A<c7>U / MIRITIBA / ALTO PREGUI<c7>AS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1992,0000.21.1888,0,none,none,none,0,0,0,1,14548.05,9,84208.3011188507,34,344,117,495,50.5665123930312,3.76973969960996,Cerrado,141,0,1841.668515,1,0,862,2,0,391,Área de Proteção Ambiental,Estadual,2.1520339312698202,0.788136943691686,0.14185934419678953,-1.2890779771181864,-1.0115453719667349,-1.7718471866319445,0.5311914129425407
696,ESEC DO P<c9>CEM,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,estadual,2012,0000.23.0952,0,none,none,none,0,0,0,1,9.64,34,178254.686490536,20,281,108,409,37.3687150837989,7.78212290502793,NA,68,21.67224059,1892.211163,0,NA,NA,0,NA,NA,NA,NA,-0.35849491506456566,1.1766666135991648,-0.34545161112892087,-0.3927088404309632,-1.8162760664434612,-0.20946311367095552,-1.0134321059753193
739,RVS MATA DO AMPARO,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,estadual,1987,0000.26.2240,0,none,none,none,0,0,0,1,1.78,71,194674.883693695,32,331,122,485,60.2121212121212,17.3030303030303,NA,72,18.33099965,1717.763255,0,NA,NA,0,NA,NA,NA,NA,-0.8251496470140152,1.2223200074954474,-0.3074016993842168,0.12340415202013132,-1.0976198382730802,-0.28927138933507346,0.9173472926720058
740,RVS MATA DE JAGUARIBE,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,estadual,1987,0000.26.2242,0,none,none,none,0,0,0,1,1.11,76,182210.512001038,31,328,123,482,43.65,17.575,NA,59,23.17031556,1721.043055,0,NA,NA,0,NA,NA,NA,NA,-0.9210288144546048,1.1880384807351765,-0.43981988895270313,0.17144324675377284,-1.123787786924346,-0.17743396020822183,0.9173472926720058
741,RVS MATA DO ENGENHO S<c3>O JO<c3>O,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,estadual,1987,0000.26.2243,0,none,none,none,0,0,0,1,0.33,70,189086.781116486,32,331,122,485,66.1666666666667,25.9375,NA,54,20.14133454,1718.633439,0,NA,NA,0,NA,NA,NA,NA,-1.0814894359480631,1.2072305307388165,-0.49857060218725735,0.11339680349557062,-1.0976198382730802,-0.2444593267958783,0.9173472926720058
742,RVS MATA DE SANTA CRUZ,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,estadual,1987,0000.26.2244,0,none,none,none,0,0,0,1,0.53,79,174964.442634583,31,328,123,482,56.4444444444444,23.6388888888889,NA,31,25.64562699,1722.350124,0,NA,NA,0,NA,NA,NA,NA,-1.0327824019346115,1.1670141773941494,-0.8642610179660166,0.1987910502891277,-1.123787786924346,-0.12862741338201233,0.9173472926720058
750,RVS MATA DA USINA S<c3>O JOS<c9>,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,estadual,1987,0000.26.2254,0,none,none,none,0,0,0,1,2.9,15,217949.588180542,36,320,122,478,94.1071428571429,21.4977678571429,Mata Atlantica,100,9.384264906,1705.634787,0,NA,NA,0,NA,NA,NA,NA,-0.7074487319072411,1.2808301673080396,-0.08818818482592013,-0.9527839151274649,-1.158932357069171,-0.6003416099674729,0.9173472926720058
761,APA DE MURIC<cd>,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1997,0000.27.0923,0,none,none,none,0,0,0,1,1295.25,52,112685.290384293,53,368,125,546,299.570700896496,30.1627801548492,Mata Atlantica,570,7.082760166,1567.401837,0,NA,NA,0,NA,NA,NA,NA,1.3113096192886575,0.9390604942539229,1.0814522086238365,-0.09581080640474753,-0.5979238132307074,-0.7257663135828389,0.14503553321307572
762,RVS DOS MORROS DO CARAUN<c3> E DO PADRE,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,estadual,2012,0000.27.2576,0,none,none,none,0,0,0,1,10.88,42,15324.40583992,38,284,127,449,376.941463414634,42.7170731707317,Caatinga,357,197.8369282,1499.09097,0,NA,NA,0,NA,NA,NA,NA,-0.3201673643675434,-0.09459716123380217,0.7662274984401474,-0.24541886399281732,-1.4228656795744552,0.8774703355572641,-1.0134321059753193
815,RVS DA SERRA DOS MONTES ALTOS,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,estadual,2010,0000.29.2016,0,none,none,none,0,0,0,1,274.89,37,11526.3623639345,44,316,128,488,910.19431903687,29.2337753950339,Caatinga,602,385.9661564,1159.616318,0,NA,NA,0,NA,NA,NA,NA,0.7733585766743902,-0.24214582957158795,1.1182699012349748,-0.33386634989341973,-1.071612924171516,1.2107833075325927,-0.8589697540835334
818,RPPN BOZI,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.29.2030,0,none,none,none,0,0,0,1,0.36,112,3513.92943739891,73,425,139,637,29,13.2916666666667,Mata Atlantica,21,29.00083854,1212.883375,0,NA,NA,0,NA,NA,NA,NA,-1.0737340169359155,-0.857494440044907,-1.1172567543927823,0.44590172818028684,0.05243009247645192,-0.06925836205506007,-0.8589697540835334
820,RPPN PIANISSOLI,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2011,0000.29.2056,0,none,none,none,0,0,0,1,2.1,146,5173.81033754349,75,415,139,629,96.1428571428571,12.9732142857143,Mata Atlantica,72,15.89845177,1207.210452,0,NA,NA,0,NA,NA,NA,NA,-0.7872687509445532,-0.6571023311709571,-0.3074016993842168,0.6341138781171224,-8.969268278406484e-4,-0.3565935288682779,-0.9362009300294264
878,APA DA BACIA HIDROGR<c1>FICA DO RIO MACHADO,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1999,0000.31.1771,0,none,none,none,0,0,0,1,1265.95,2,54440.6382451057,67,475,159,701,1003.45904021363,23.6812264373233,Mata Atlantica,721,82.27914702,1036.480647,0,NA,NA,0,NA,NA,NA,NA,1.30336043932586,0.5621544248067857,1.239880090931207,-2.1505370801955337,0.45642560749566496,0.44182126175267683,-0.009426818678710303
879,PARES ALTO DO CARIRI,Parque,PAR,PE,PI,estadual,2009,0000.31.1773,0,none,none,none,0,0,0,1,59.56,96,8734.22193241119,67,429,139,635,647.462931034483,40.7509698275862,Mata Atlantica,705,48.40834968,1184.197793,0,NA,NA,0,NA,NA,NA,NA,0.24613746294124894,-0.38584594069166805,1.2247487628647806,0.33665934882211757,0.03916128972516591,0.18047855180050945,-0.7817385781376404
887,RPPN ECOCERRADO BRASIL,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2009,0000.31.2402,0,none,none,none,0,0,0,1,0.39,79,6173.51233232021,55,408,142,605,964.125,19.171875,NA,57,178.1359086,1085.179385,0,NA,NA,0,NA,NA,NA,NA,-1.0661478206418478,-0.5655919015157387,-0.46271046268700633,0.1987910502891277,-0.1650383427503355,0.825239588030978,-0.7817385781376404
898,MN ESTADUAL DE SANTO ANT<d4>NIO,Monumento Natural,MN,MN,PI,estadual,2010,0000.31.2622,0,none,none,none,0,0,0,1,0.31,106,125063.801279068,61,457,151,669,732.6,19.7,Cerrado,50,32.39313421,1068.176901,0,NA,NA,0,NA,NA,NA,NA,-1.0867575196098627,0.9930589990742621,-0.5495538496421024,0.40686402444784703,0.259253512950213,-0.01563362914347881,-0.8589697540835334
899,MN ESTADUAL SERRA DO GAMB<c1>,Monumento Natural,MN,MN,PI,estadual,2010,0000.31.2623,0,none,none,none,0,0,0,1,4.42,183,19000.2001566887,70,464,146,680,1060.34831460674,43.3328651685393,Mata Atlantica,342,60.80244964,1066.083406,0,NA,NA,0,NA,NA,NA,NA,-0.593018285750323,0.016789091344248653,0.7373269133064134,0.7947489850618555,0.32807400083599464,0.2925203813913525,-0.8589697540835334
923,RPPN BUGIO E COMPANHIA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.32.2350,0,none,none,none,0,0,0,1,0.07,311,12018.9465942383,93,508,151,752,1034,20.125,Mata Atlantica,1,57.83379701,1145.557018,0,NA,NA,0,NA,NA,NA,NA,-1.1571183860373715,-0.22046651488619431,-2.7363330454789536,1.1725884953484418,0.7528104236139248,0.2678785136038626,-0.8589697540835334
929,RPPN DEBORA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.32.2357,0,none,none,none,0,0,0,1,1.2,91,12506.6123099327,79,505,150,734,579.958333333333,41.9479166666667,Mata Atlantica,237,81.02137136,1134.435763,0,NA,NA,0,NA,NA,NA,NA,-0.9065061380317389,-0.1998617292917708,0.4905658218930749,0.298792642592751,0.650560834234842,0.4342032485430874,-0.8589697540835334
930,RPPN OLHO D'<c1>GUA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.32.2358,0,none,none,none,0,0,0,1,0.19,143,43840.8322589397,103,476,150,729,870.333333333333,32.8333333333333,Mata Atlantica,62,44.41958577,1159.595586,0,NA,NA,0,NA,NA,NA,NA,-1.1201611288784243,0.4499647793441829,-0.4068764160074726,0.6193604944892361,0.6217135535946419,0.1383416368239583,-0.8589697540835334
931,RPPN VALE DO SOL,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.32.2360,0,none,none,none,0,0,0,1,0.68,45,60460.7522752285,97,462,150,709,760.733333333333,44.625,NA,218,40.46331401,1161.793391,0,NA,NA,0,NA,NA,NA,NA,-1.000264619565489,0.6164935564541509,0.4343892911800409,-0.19716369987635385,0.504314054242629,0.09272149644439859,-0.8589697540835334
934,RPPN SIMONE,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.32.2363,0,none,none,none,0,0,0,1,0.21,112,11936.9901585579,79,505,150,734,627,29.1875,Mata Atlantica,27,79.12332162,1135.828353,0,NA,NA,0,NA,NA,NA,NA,-1.114366213568446,-0.22401120528239346,-0.9544223833795189,0.44590172818028684,0.650560834234842,0.4224832095218549,-0.8589697540835334
935,RPPN MACACO BARBADO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2011,0000.32.2365,0,none,none,none,0,0,0,1,0.03,257,53558.3851664066,95,474,150,719,850,29.25,Mata Atlantica,1,42.26598874,1159.517911,0,NA,NA,0,NA,NA,NA,NA,-1.170365202319681,0.553689600695174,-2.7363330454789536,1.0366096832846374,0.5634214541759611,0.11402512830861489,-0.9362009300294264
939,RPPN CACHOEIRA DA FUMA<c7>A,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2011,0000.32.2579,0,none,none,none,0,0,0,1,0.45,64,18658.6631546021,79,512,156,747,767.444444444444,40.75,Mata Atlantica,123,90.24758183,1127.99148,0,NA,NA,0,NA,NA,NA,NA,-1.0514546398249038,0.007391807106891474,0.05033804427004796,0.050222228549369544,0.724655021641197,0.4875635086355834,-0.9362009300294264
944,RPPN MEU CANTINHO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2013,0000.32.2934,0,none,none,none,0,0,0,1,0.03,88,31659.2092168331,97,462,150,709,845,34.625,Mata Atlantica,1,47.94096616,1159.97405,0,NA,NA,0,NA,NA,NA,NA,-1.170365202319681,0.28130908147268835,-2.7363330454789536,0.2750717822231176,0.504314054242629,0.17572071336493392,-1.0906632819212123
947,RPPN DOM PEDRO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2013,0000.32.3261,0,none,none,none,0,0,0,1,0.03,53,20809.6838276386,92,491,151,734,789,33.625,NA,1,53.58128193,1154.170769,0,NA,NA,0,NA,NA,NA,NA,-1.170365202319681,0.06391765726842602,-2.7363330454789536,-0.08243632810972769,0.650560834234842,0.2303221894427642,-1.0906632819212123
986,RPPN S<c3>O CARLOS DO MATO DENTRO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2008,0000.33.2273,0,none,none,none,0,0,0,1,0.24,21,191781.149916649,116,535,156,807,491,28.575,Mata Atlantica,18,32.02046698,1104.7133,0,NA,NA,0,NA,NA,NA,NA,-1.1058510074797274,1.2145609795368153,-1.2162444841521076,-0.7249258899334504,1.050737799316149,-0.021251517479272147,-0.7045074021917473
987,RPPN RESERVA MATO GROSSO II,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2008,0000.33.2274,0,none,none,none,0,0,0,1,0.53,77,171647.546108961,95,501,146,742,305,66.90625,Mata Atlantica,432,43.81689119,1152.799234,0,NA,NA,0,NA,NA,NA,NA,-1.0327824019346115,1.1570980508438964,0.8946551203938954,0.18067581041023217,0.696310782563467,0.13165471906584128,-0.7045074021917473
988,RPPN GOTAS AZUIS,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2008,0000.33.2275,0,none,none,none,0,0,0,1,0.07,7,467586.354083538,114,530,156,800,111.5,45.3541666666667,Mata Atlantica,118,21.87398226,1111.562606,0,NA,NA,0,NA,NA,NA,NA,-1.1571183860373715,1.6763045571452642,0.022547815014841256,-1.4487402575965698,1.0139659434144543,-0.20502855450045984,-0.7045074021917473
991,RPPN FARGO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.33.2278,0,none,none,none,0,0,0,1,0.12,34,33678.4092433453,111,507,152,770,168,67.3125,Mata Atlantica,23,17.31514069,1148.20548,0,NA,NA,0,NA,NA,NA,NA,-1.141239513880057,0.3133410790944796,-1.0585060411582279,-0.3927088404309632,0.8526444409893303,-0.31629371804701095,-0.8589697540835334
994,RPPN POUSO ALTO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.33.2281,0,none,none,none,0,0,0,1,0.04,34,298803.075433969,123,543,159,825,802,70.25,Mata Atlantica,1,39.4157115,1110.917298,0,NA,NA,0,NA,NA,NA,NA,-1.1670058827569838,1.4443006976519142,-2.7363330454789536,-0.3927088404309632,1.1438504810120076,0.07991141373714108,-0.8589697540835334
996,RPPN ITACOLOMY,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.33.2283,0,none,none,none,0,0,0,1,0.01,486,16388.3731868267,100,529,149,778,1070,91.5,Mata Atlantica,1,82.79503706,1145.294162,0,NA,NA,0,NA,NA,NA,NA,-1.1771828103613307,-0.05982172523114533,-2.7363330454789536,1.4911788194467526,0.8962691917663669,0.44491264994423557,-0.8589697540835334
1025,RPPN DOIS PE<d5>ES,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2011,0000.33.2640,0,none,none,none,0,0,0,1,0.6,392,30328.5806651115,98,520,161,779,1296,69.78125,Mata Atlantica,267,54.95299358,1083.927857,0,NA,NA,0,NA,NA,NA,NA,-1.0172283190302065,0.2590633672001547,0.5707239338629289,1.3377336666850528,0.9016907578782218,0.24274707859724753,-0.9362009300294264
1035,RPPN REF<da>GIO DO BUGIO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2012,0000.33.2891,0,none,none,none,0,0,0,1,0.24,89,15918.437612772,103,515,149,767,822.25,92.15625,Mata Atlantica,201,64.41462688,1145.034583,0,NA,NA,0,NA,NA,NA,NA,-1.1058510074797274,-0.07489442139278397,0.3798298220523142,0.28306643249851415,0.8361683569446922,0.32095482673637465,-1.0134321059753193
1036,RPPN TERRA DO SOL E DA LUA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2012,0000.33.2892,0,none,none,none,0,0,0,1,0.11,49,29887.3835570812,112,526,154,792,1153.5,58.5625,Mata Atlantica,48,38.0197209,1138.766918,0,NA,NA,0,NA,NA,NA,NA,-1.144357802674033,0.2514713475231874,-0.5765657419147869,-0.13750301170159396,0.9715454095290048,0.062315277553200425,-1.0134321059753193
1142,APA CORUMBATA<cd> BOTUCATU TEJUPA PERIMETRO BOTUCATU,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1983,0000.35.1972,0,none,none,none,0,0,0,1,2139.01,2,58961.4037230015,64,494,142,700,669.181203266996,17.5356033590245,Cerrado,551,87.2803097,1118.890817,0,NA,NA,0,NA,NA,NA,NA,1.4856172236641831,0.6034835890054191,1.0586024095057822,-2.1505370801955337,0.45040121559224805,0.4710145996323713,1.2262719964555777
1143,APA CORUMBATA<cd> BOTUCATU TEJUP<c1> PERIMETRO TEJUP<c1>,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1983,0000.35.1973,0,none,none,none,0,0,0,1,1303.38,33,36181.5961315632,51,455,137,643,622.776440109723,20.238627704968,Mata Atlantica,482,194.4871418,1176.098697,0,NA,NA,0,NA,NA,NA,NA,1.313483479823329,0.3504844358089745,0.9684410440922798,-0.4134498218098858,0.09198835514213846,0.8689652508447325,1.2262719964555777
1171,RPPN SITIO MANACA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2012,0000.35.2875,0,none,none,none,0,0,0,1,0.25,288,43715.1898021698,99,521,158,778,770.833333333333,59.1041666666667,Mata Atlantica,202,13.15753152,1084.276976,0,NA,NA,0,NA,NA,NA,NA,-1.1030583268433551,0.44847787256411153,0.38316418565596,1.1177969564459025,0.8962691917663669,-0.44518398445939156,-1.0134321059753193
1220,PARES VALE DO C<d3>DO,Parque,PAR,PE,PI,estadual,2007,0000.41.1576,0,none,none,none,0,0,0,1,8.63,122,9816.6866483688409,52,450,129,631,910.5,42.0041666666667,Cerrado,284,129.3148906,1243.69682,0,NA,NA,0,NA,NA,NA,NA,-0.3931722501525698,-0.32532046181890517,0.6122506654959089,0.5065748166028717,0.01249804541501768,0.6659592013531261,-0.6272762262458543
1221,MN DE LANCINHAS,Monumento Natural,MN,MN,PI,estadual,2006,0000.41.1577,0,none,none,none,0,0,0,1,1.65,23,113895.224851608,63,456,123,642,946.575757575758,35.3901515151515,Mata Atlantica,227,21.05470559,1276.769638,0,NA,NA,0,NA,NA,NA,NA,-0.8418008189341337,0.9445937730042473,0.4615825201686188,-0.6626680527882194,0.08542097199517808,-0.22328681358875077,-0.5500450502999613
1232,RPPN ESTADUAL PEDRA BRANCA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2012,0000.42.3210,0,none,none,none,0,0,0,1,0.11,379,5447.02342820168,59,401,103,563,1201,122.75,NA,1,65.09119371,1471.402434,0,NA,NA,0,NA,NA,NA,NA,-1.144357802674033,-0.6304460308531051,-2.7363330454789536,1.3136649579922777,-0.46858181257419407,0.32610561772309016,-1.0134321059753193
1271,RPPN CACHOEIRAS DO S<c3>O BENTO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.50.2567,0,none,none,none,0,0,0,1,30.35,156,1954.30732479692,45,399,122,566,289.215,18.6529166666667,Cerrado,256,252.6368616,1422.621058,0,NA,NA,0,NA,NA,NA,NA,0.017213355098320844,-1.1613451843868152,0.5424253929719935,0.681204141315649,-0.4461620772103975,0.999321031446119,-0.8589697540835334
1274,RPPN PONTE DE PEDRA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2004,0000.50.2753,0,none,none,none,0,0,0,1,1.72,204,779.354851782322,40,388,121,549,510.333333333333,3.33333333333333,Pantanal,25,191.4681772,1328.104941,0,NA,NA,0,NA,NA,NA,NA,-0.832735843308083,-1.637247281170751,-1.0044606240215048,0.8720775772111136,-0.5748092057193974,0.8611743182751157,-0.39558269840817534
1275,RPPN POLEIRO GRANDE,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,1998,0000.50.2754,0,none,none,none,0,0,0,1,167.4,179,117.976818732917,45,404,124,573,119.177544076709,1.98120940303124,Cerrado,21,177.4715527,1517.696453,0,NA,NA,0,NA,NA,NA,NA,0.6017194299515459,-2.611698769796485,-1.1172567543927823,0.779022774967619,-0.3943073136968467,0.823379647350646,0.0678043572671827
1288,REBIO CULUENE,Reserva Biol<f3>gica,REBIO,REBIO,PI,estadual,1989,0000.51.0457,0,none,none,none,0,0,0,1,36.14,385,280.670384168625,41,405,129,575,354.810071942446,4.20143884892086,Amazonia,115,281.5166824,1453.787058,0,NA,NA,0,NA,NA,NA,NA,0.07613942624632579,-2.165196237060401,0.005307544191228026,1.3248742800225137,-0.3796077851217966,1.0533007026277474,0.7628849407802197
